,Kingdom,Phylum,Class,Order,Family,Genus,Species
6eebb297aa85ef6c9bf9f89f02fed0b2,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__UBA3402, s__UBA3402 sp003478355
14eb1c8d40b9bba1ef864ab651d73589,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__UBA953, g__Spyradosoma, g__Spyradosoma
3140cf39380dba00c815930fe127a3be,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG13038, g__RUG13038
119eea33cb9f505d6a20297d132e792a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Clostridium_Q_135822, s__Clostridium_Q_135822 fessum
2a2b057c8ea50b1f07aeb2071c34a22b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-917, g__CAG-475, s__CAG-475 sp900548005
21b413aa4ed2719f5f1096e8aa8734b6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Christensenellaceae, f__Christensenellaceae, f__Christensenellaceae
bd2c0afcd05398347a707fded8e4fcc4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Butyrivibrio_A_180067, s__Butyrivibrio_A_180067 crossotus
e863b23a6b22108654dd5cd3b9687e25,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
fcb6d93e07c4d313a9f0063b511b31bb,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactiplantibacillus, g__Lactiplantibacillus
dfeec707a417ea298fa2535670b3517c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__Avispirillum, g__Avispirillum
ab345ee0b51686c47bc6765df98d74a8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Copromonas, s__Copromonas sp900066535
69203c9cdedf6deaf6738edff677332a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-95, s__CAG-95 sp900066375
055daa65b7f8fb4d13d246b62e8e67b4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__COE1, g__COE1
0b9bfdf64ae4d75efe841e54d6d5682f,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Tractidigestivibacter, s__Tractidigestivibacter sp000752675
5b552e15781541e2ec76a091e323ca66,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__C-53, g__C-53
84f4172391c69298c4177fd059a564a2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
ded1833d804ca9d4dff8069304f4fc3d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__UBA3402, s__UBA3402 sp003478355
4fedaed8fee8f2c302cb889a05b8d657,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
da3a497693c22a865666adbe6d88daf8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, f__Rikenellaceae, f__Rikenellaceae
66c2277d808362a0d43ad0c5027554f9,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
cf40429c3f43b03fd94197aba04c22ae,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-552, f__CAG-552, f__CAG-552
292e89761674b3bf4d99cea4cda9306a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Parasutterella, g__Parasutterella
0cabee661e318eb76f8432dcda1641ed,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-1000, s__CAG-1000 sp902764145
c85cfcd43d2b948e9ab25ac17ae6eb62,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UMGS1449, g__UMGS1449
2260a3dc37d95cfd5f640124b0404d20,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__UBA737, s__UBA737 sp900547445
34116bb8d268ea491ab63875c46edd06,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__CAG-312, g__UMGS1490, s__UMGS1490 sp900548185
c2b4638db30e9eaa61ea7b79196db675,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
c0a8f5074b73b0648d1a21b1f3d8ffaf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Limivicinus, s__Limivicinus sp002320035
3038810d8d7b9f4c9fe34840157aa7de,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-605, s__CAG-605 sp000433475
43816c87a1ed80a1ac1091f366d3c210,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6448, s__UBA6448 sp012799635
908bea5731521a4b065f606b63258c9b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
5aa8e217b59ab4a96bd4cf038deacbcd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, g__CAG-273
b5911ff084901cd5e0c47cc5d7cbb452,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Anaerovoracaceae, f__Anaerovoracaceae, f__Anaerovoracaceae
77456893c588bdd2b9a3983921d3a1ff,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
35d438319d273150dab3e9d9a54b2525,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251365
f86d41461cd33b648e84ab3764d8a5f1,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Coprobacillaceae, g__Faecalibacillus, g__Faecalibacillus
1d92626ce851b35021340fc1f648c14d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__UBA3263, s__UBA3263 sp001689615
4cdc9a0d0d1dfbb8425a13ba65ceb042,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Limisoma, s__Limisoma sp900548875
e0f4edd5020732c90b5c9c8dec7d94a3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, g__Faecalibacterium
098fb1a054456f284fdbeb23185854a9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Paludicola, s__Paludicola psychrotolerans
66829becceb306e439f7edc72fed5337,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Blautia_A_141780, s__Blautia_A_141780 ornithocaccae
c7c638cf23738bac18aa7255730640cd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
2f53fe819e826899234f2a8256507bba,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
496d7f479392def9414da33c9137e40a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-317_146760, s__CAG-317 sp000433215
867d1205a6cce5acb11ce302f5e17c6b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruminococcus_D, g__Ruminococcus_D
5b451fc98ac695890bd97973dd740256,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides_H, s__Bacteroides_H caecimuris
2be43951ac432966141880c1f0c0ba1a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-382, g__SFLA01, s__SFLA01 sp004553575
e467e11ba32f973e3332d9d1c78f5d67,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
15dc0716ae6727211f96cb0117d4c175,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D succinifaciens
d4f2d7d55b1d017c3525a61bbdc7e8e4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
bccc0003db4346620e231e2e5ebe7af3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-314, g__SFEB01, s__SFEB01 sp004558105
909488cb37e89d83efd7e82185b0f5bb,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio_R_446353, s__Desulfovibrio_R_446353 piger_A
c5e48d33cc9cb2091f9867c5937315dd,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Actinomycetales, f__Actinomycetaceae, g__Mobiluncus, s__Mobiluncus curtisii
0ff3e605ac352eea653e2777d6e551f2,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Acetatifactor, s__Acetatifactor sp900066565
daeaddc73e9cd92df0553e76dcdca0c2,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__RUG410, g__RUG410
f3293c256d3012527b450d097fd7c3ba,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__P3, f__P3, f__P3
5fa122078e56bbbd9da7482e6a27144b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
2b80da89ac37fabd2766fc7aec979bdc,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Bariatricus, g__Bariatricus
f6a0afb86e476cb3b6ae1b8a3bc889de,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Ruminococcus_G, g__Ruminococcus_G
bbcf99377f65d7542d85255bc8e59657,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-977, g__UBA2903, g__UBA2903
b90fa4e115c2956b193a7df610ac9766,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Cellulosilyticaceae, g__Cellulosilyticum, s__Cellulosilyticum ruminicola
babd1868583143f58b16f71629fe467d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__CAG-83, s__CAG-83 sp900545585
321eec377a37873787000ab5abb5cf43,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, g__Phocaeicola_A_858004
a2b39e60b6b2424825914ba8e0bf0bec,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
099662a593af907b47ceef8aa947c0ae,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella rava
458357f12e65920b96c468b823c1b846,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__SFMI01, g__SFMI01
fd54067e9c600d0fac3fd78299bf95a1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospira, g__Lachnospira
0875e56a7d49c98a245aa577d7a501d5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_G, s__Eubacterium_G sp000434315
d955d96140fbba0ad2a2bb3e13e7440d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Paludicola, s__Paludicola psychrotolerans
b9711c722305162e09f330bc81d0a12a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, s__Phocaeicola_A_858004 coprophilus
ed5d4345511cc4753996d14e40b2c359,d__Archaea, p__Methanobacteriota_A_1229, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae, g__Methanobrevibacter_B, s__Methanobrevibacter_B wolinii
7fb08fa9b7b2eef6a3db57d0de769227,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Tissierellales, f__Peptoniphilaceae, g__Peptoniphilus_A, g__Peptoniphilus_A
1f45e7383280efc0f2e929124aaa854b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-552, f__CAG-552, f__CAG-552
5e8977851b12cca1410c793184ab5cb8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__CAG-873, s__CAG-873 sp004553485
ef3c3540fb1801484286d238bcb5d5bd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
4c101c7f806fc5b5d93b3544c08a79d8,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__RUG410, g__RUG410
76607c2cb53ca526c6d4a5c521d891e7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, g__Faecalibacterium
e0f00cc4ff7d774cab3943a16c565d82,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria
6365e2c61a66f2612730fa3a0fca7006,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
371e3c94791451b13c3356cc5c623b7a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__UBA3830, f__UBA3830, g__UBA3830, s__UBA3830 sp902790255
11e61ae5e5fe494817b450068bad09b9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp003447235
440d2ba9a6f50961e4b0d85a631ae846,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales
24d062a4bbdfaa8c7198c9dc9ac97a8d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__SFMI01, g__SFMI01
4bd74a217a128212ada4bd6636746ec7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_Q, g__Eubacterium_Q
65e3bd92eab3b47d45a21156ef320fde,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, s__Ruminococcus_E sp003438075
ac8e57fd9b2d097165cbd93c4ab83ecd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Gemmiger_A_73276, g__Gemmiger_A_73276
df8456a1abbfb4c8a2c450b44378d4cb,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Actinomycetales, f__Actinomycetaceae, g__Pauljensenia, g__Pauljensenia
e7dcc89fe0479141ad76989b38cc0809,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Oribacterium, s__Oribacterium sp000513555
2f82cf3ca8f6107cfee4852cda875dc9,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Olsenella_H_405128, s__Olsenella_H porci
424a7ac9e59f5acb0d9029e15d24317f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-977, g__UBA2903, s__UBA2903 sp002438565
9b12ea14bff8a37dc1d39b36b5b904d6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Anaerovoracaceae, g__Copromorpha, s__Copromorpha sp900066305
28aa598e0ba380173b942f7a0e09c85a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, s__Roseburia sp001940165
365fcfa512a27b4c8a87139a9ceb1427,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__UBA1407, f__UBA1407, f__UBA1407, f__UBA1407
9d103628b7fdb131df3279c021a8f661,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-632, s__CAG-632 sp900539185
bcee18e01a1813806958d6f0cc5ad331,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
6b77f42f15913efba62382ba4a800bd6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, s__CAG-273 sp003507395
9650e5c46adb7c469e07ad10e8d9a470,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Mailhella, s__Mailhella massiliensis
826302e12c5455dddf1f04b12e88b512,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, g__Treponema_D
895b98754bdd5374e55b215c1b3dcc53,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, s__Phocaeicola_A_858004 sp900291465
3e67be81d0d3a3f0e77d28f5e9d2e889,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
ccfd9aadd94168ee6d32a5ef6ce944e9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
9d8b585b01e6ab26192dcd7298c4c9cc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__WG-1, s__WG-1 sp000222855
468bf2ea0a2641356ae08bcdc19ef593,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio_R_446353, s__Desulfovibrio_R_446353 piger_A
6103f7554bec0456924f7363053f8fe9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
293ab9cdfa8030be64666240b66f01f1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__UBA737, s__UBA737 sp900547445
c0587bffb59ad15681a18324f1491a70,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus_A_121497, s__Coprococcus_A_121497 eutactus
c5501bf8f59393b9ca8f07ea797fe786,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-302, g__CAG-302
79c28c77327e355fb81dce890c619793,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Sellimonas, s__Sellimonas intestinalis
bea2245c01baedd6d4a6d6e4e857f9f6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Butyricimonas, s__Butyricimonas virosa
dda67a36816073f18ab90d79033aa821,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
5bbae41cbe6929eb645fa774827c72b6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
bd3bbca5aad5457e69027d3c0524dfbe,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Copromonas, s__Copromonas sp900066535
c5f68e1d75e2891ed9a911c5b9eb62c0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164119, g__Agathobacter_164119
ce2dd11468a44ac0b00905d7a34a3eeb,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Hydrogenoanaerobacterium, s__Hydrogenoanaerobacterium saccharovorans
dc3fd552a729f29899cdfd9e69659456,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Onthocola_B, s__Onthocola_B sp000437355
5aaca5efa2c927927268cd525dd39bca,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Barnesiellaceae, g__Barnesiella, s__Barnesiella intestinihominis
85c44c83eddc5d3028261a1000b7d0e1,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Staphylococcales, f__Gemellaceae, g__Gemella, g__Gemella
05d40761b49a0c2ae15ed9119ea44dca,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio_R_446353, g__Desulfovibrio_R_446353
958d54f6c2724fdc04ad01d39d59aaca,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella timonensis
d64daeafe88fb6fb606e8c7b4f14dbdc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Limisoma, s__Limisoma sp900548875
7549acfaa9361a86700a85389dc19d64,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
34ca3c47c1c70e74ed741b97dca4d5ff,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, g__Streptococcus
8b414a059be1b8812e888b7c4d47bb2f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Acutalibacter, g__Acutalibacter
bf7cdd4f1fb67ce405ee68bc52598057,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-382, g__SFLA01, g__SFLA01
7ee34f3381f4e48bf3da7a3e46241a31,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
f4750244c50de826e54eabe954c503de,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
63d3860f6673069165b5122848d417ae,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__Stercorousia, g__Stercorousia
6cf2575aae6071265f2a6c9d71737cd9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, g__CAG-41
235c2c3c57be320e0b37bccab59f3ad3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Dysosmobacter, g__Dysosmobacter
70abc5384ab4d8ec99b2b7f7f5ae3859,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__UBA5905, s__UBA5905 sp002437905
66ae7eb5844f42c118ee1090c85c83b5,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Megasphaeraceae, g__Caecibacter, s__Caecibacter sp003467125
33d7171797d592ff55a6ea4de4693011,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruminococcus_C_58660, s__Ruminococcus_C_58660 callidus
845d36413fc8182cc2fda4d7acf99aeb,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, f__UBA932, f__UBA932
fe3efd9a040b71adce14e6fc99dcacc0,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
3da4e67c92eda2ddcb8dfdf710d16a89,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__RUG420, g__RUG420
8d6d3c0a255e2d93067bdf51592811e3,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__RUG410, g__RUG410
38025c840046dae49c6965e871f3b2dc,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__UBA1829, g__UBA1732, g__UBA1732
d817c1c9b1a55b6af451568e6e5fa39e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A
7dcfcdb9de571f78a9329a94c22bd487,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, s__Ruminococcus_E sp003438075
